PAIS,MARCAS,PAIS_ORIGEN,MODELO,PRECIO,CAPACIDAD,COLOR,VENDIDO
China,Saic Motor,China,2007,Yuan Renminbi,RDX,Red,1
China,General Motors,China,2008,Yuan Renminbi,S4,Mauv,1
South Korea,Nissan,Indonesia,1974,Won,Camaro,Green,1
China,Suzuki,Philippines,2007,Yuan Renminbi,Express 3500,Mauv,1
China,Suzuki,Sweden,1986,Yuan Renminbi,Parisienne,Indigo,1
China,Chirey,China,2012,Yuan Renminbi,GLK-Class,Yellow,1
China,Saic Motor,United States,2004,Yuan Renminbi,F-Series,Purple,1
United States,Otros,Philippines,2012,Dollar,Rapide,Yellow,1
China,Kia,Palestinian Territory,2007,Yuan Renminbi,Express 2500,Yellow,1
United States,Saic Motor,Ireland,1984,Dollar,Escort,Turquoise,1
China,Chirey,China,1992,Yuan Renminbi,Riviera,Teal,1
China,Nissan,Russia,2009,Yuan Renminbi,Matrix,Maroon,1
China,Suzuki,Luxembourg,2002,Yuan Renminbi,Allroad,Aquamarine,1
China,General Motors,Afghanistan,2006,Yuan Renminbi,Sedona,Turquoise,1
China,General Motors,Philippines,2001,Yuan Renminbi,Tiburon,Teal,1
China,Kia,Peru,1985,Yuan Renminbi,Starion,Purple,1
China,Saic Motor,Portugal,1993,Yuan Renminbi,300SL,Red,1
China,Kia,Macedonia,1986,Yuan Renminbi,4000CS Quattro,Turquoise,1
China,Chirey,Philippines,2006,Yuan Renminbi,F-350 Super Duty,Khaki,1
China,General Motors,China,2009,Yuan Renminbi,Murano,Turquoise,1
China,Saic Motor,Brazil,1994,Yuan Renminbi,Club Wagon,Green,1
China,Otros,Nicaragua,2002,Yuan Renminbi,Bravada,Khaki,1
China,Tesla,Syria,2012,Yuan Renminbi,Kizashi,Khaki,1
China,Nissan,China,2009,Yuan Renminbi,599 GTB Fiorano,Violet,1
China,Chirey,Pakistan,2008,Yuan Renminbi,Ram 2500,Blue,1
China,Otros,Brazil,2008,Yuan Renminbi,Cooper Clubman,Red,1
China,Chirey,Morocco,2011,Yuan Renminbi,ES,Indigo,1
China,Nissan,Albania,1997,Yuan Renminbi,900,Crimson,1
China,Build Your Dream,Philippines,2008,Yuan Renminbi,DB9,Turquoise,1
United States,Kia,China,2010,Dollar,Yaris,Violet,1
China,Kia,Greece,2011,Yuan Renminbi,Kizashi,Maroon,1
China,Nissan,Iran,1988,Yuan Renminbi,Topaz,Aquamarine,1
China,Kia,Canada,1997,Yuan Renminbi,Camaro,Violet,1
China,Tesla,Peru,2001,Yuan Renminbi,S-Class,Khaki,1
China,Chirey,France,1986,Yuan Renminbi,Town Car,Yellow,1
China,Suzuki,Indonesia,2012,Yuan Renminbi,Grand Caravan,Goldenrod,1
China,Nissan,Madagascar,1993,Yuan Renminbi,88,Aquamarine,1
United States,General Motors,United States,1986,Dollar,Lynx,Mauv,1
China,Suzuki,China,1990,Yuan Renminbi,Talon,Fuscia,1
China,Saic Motor,Greece,2006,Yuan Renminbi,Canyon,Maroon,1
China,Kia,Russia,2001,Yuan Renminbi,Miata MX-5,Mauv,1
China,Build Your Dream,Democratic Republic of the Congo,2001,Yuan Renminbi,Avalon,Fuscia,1
China,Kia,China,1964,Yuan Renminbi,GTO,Red,1
United States,General Motors,Norway,1984,Dollar,Firefly,Aquamarine,1
China,Build Your Dream,Vietnam,1986,Yuan Renminbi,626,Mauv,1
China,Saic Motor,Poland,2001,Yuan Renminbi,F250,Crimson,1
China,Tesla,Ireland,2011,Yuan Renminbi,Discovery,Blue,1
China,Kia,Kazakhstan,1995,Yuan Renminbi,4Runner,Blue,1
China,Tesla,Poland,1994,Yuan Renminbi,Samurai,Purple,1
China,Chirey,Russia,1997,Yuan Renminbi,Cherokee,Mauv,1
China,General Motors,China,1997,Yuan Renminbi,Corvette,Aquamarine,1
China,General Motors,Mali,1993,Yuan Renminbi,Tempo,Orange,1
United States,Tesla,Angola,1957,Dollar,Corvette,Indigo,1
China,Otros,Thailand,2003,Yuan Renminbi,Suburban 1500,Indigo,1
China,Tesla,Serbia,2011,Yuan Renminbi,Sprinter 2500,Teal,1
China,Otros,Japan,1983,Yuan Renminbi,626,Goldenrod,1
China,Tesla,Ukraine,2004,Yuan Renminbi,V40,Teal,1
China,Nissan,Russia,2007,Yuan Renminbi,Sportage,Pink,1
China,Kia,Indonesia,1985,Yuan Renminbi,Ranger,Crimson,1
China,Nissan,Malaysia,2007,Yuan Renminbi,i-370,Goldenrod,1
China,Kia,Finland,2000,Yuan Renminbi,Quest,Teal,1
United States,Kia,Poland,2004,Dollar,Outlander,Blue,1
China,Nissan,Greece,1992,Yuan Renminbi,Capri,Aquamarine,1
South Korea,Build Your Dream,United States,1992,Won,S-Series,Violet,1
United States,Build Your Dream,China,1993,Dollar,Golf III,Puce,1
China,Kia,Indonesia,1987,Yuan Renminbi,Cabriolet,Orange,1
China,Suzuki,China,2007,Yuan Renminbi,Mazdaspeed 3,Crimson,1
China,General Motors,Peru,2005,Yuan Renminbi,Blazer,Orange,1
China,Tesla,Poland,1999,Yuan Renminbi,E-Class,Goldenrod,1
China,Chirey,China,1984,Yuan Renminbi,Bonneville,Red,1
United States,Suzuki,Russia,1989,Dollar,B2600,Fuscia,1
China,Tesla,Russia,1999,Yuan Renminbi,Seville,Indigo,1
China,Build Your Dream,Russia,1985,Yuan Renminbi,Topaz,Orange,1
China,Suzuki,China,1998,Yuan Renminbi,Ram Van 1500,Indigo,1
China,Chirey,Indonesia,2007,Yuan Renminbi,Continental GTC,Khaki,1
China,Otros,Bulgaria,2006,Yuan Renminbi,Magnum,Crimson,1
China,Nissan,Brazil,2006,Yuan Renminbi,Land Cruiser,Puce,1
China,Saic Motor,Venezuela,1987,Yuan Renminbi,Sable,Fuscia,1
China,Nissan,Thailand,1999,Yuan Renminbi,Stratus,Orange,1
China,Nissan,China,2008,Yuan Renminbi,Mariner,Aquamarine,1
China,General Motors,Indonesia,2011,Yuan Renminbi,QX56,Indigo,1
China,Suzuki,Philippines,2006,Yuan Renminbi,Tiburon,Puce,1
China,Saic Motor,Philippines,1992,Yuan Renminbi,Camaro,Aquamarine,1
China,Otros,Mongolia,1999,Yuan Renminbi,Silverado,Orange,1
China,Build Your Dream,Mexico,1995,Yuan Renminbi,C-Class,Maroon,1
China,Chirey,Indonesia,2008,Yuan Renminbi,i-Series,Goldenrod,1
Germany,Build Your Dream,Guam,2003,Euro,F150,Pink,1
China,Saic Motor,Philippines,2009,Yuan Renminbi,Patriot,Red,1
China,Otros,Paraguay,2006,Yuan Renminbi,Ascender,Goldenrod,1
China,Suzuki,Colombia,1995,Yuan Renminbi,MX-3,Orange,1
United States,Nissan,Brazil,2007,Dollar,Corolla,Fuscia,1
China,General Motors,Russia,2005,Yuan Renminbi,Reno,Orange,1
China,Tesla,Russia,1984,Yuan Renminbi,Tredia,Violet,1
China,Chirey,China,1990,Yuan Renminbi,Esprit,Purple,1
China,General Motors,Serbia,2007,Yuan Renminbi,Maxima,Orange,1
China,Nissan,Panama,2006,Yuan Renminbi,Rendezvous,Teal,1
United States,Suzuki,Philippines,1999,Dollar,Cirrus,Pink,1
China,Suzuki,Philippines,1994,Yuan Renminbi,Jetta III,Yellow,1
China,Chirey,Slovenia,2011,Yuan Renminbi,Camry,Blue,1
China,Otros,China,2001,Yuan Renminbi,CL,Turquoise,1
United States,Nissan,Poland,1961,Dollar,Corvette,Khaki,1
China,Nissan,Colombia,2001,Yuan Renminbi,Swift,Maroon,1
China,Suzuki,France,2004,Yuan Renminbi,XL-7,Khaki,1
China,Tesla,China,1995,Yuan Renminbi,Vandura G2500,Blue,1
China,Nissan,Uganda,1989,Yuan Renminbi,Gemini,Crimson,1
China,Build Your Dream,Japan,1991,Yuan Renminbi,Continental,Purple,1
China,Saic Motor,Canada,1996,Yuan Renminbi,S-Series,Fuscia,1
China,Chirey,Russia,2009,Yuan Renminbi,Cobalt,Orange,1
China,Kia,Greece,1999,Yuan Renminbi,NSX,Teal,1
China,Otros,Haiti,1993,Yuan Renminbi,Ramcharger,Orange,1
China,Nissan,Poland,2011,Yuan Renminbi,Durango,Goldenrod,1
China,General Motors,Indonesia,2001,Yuan Renminbi,Quest,Goldenrod,1
China,Build Your Dream,United States,2011,Yuan Renminbi,Boxster,Blue,1
China,General Motors,Russia,1993,Yuan Renminbi,500SEL,Violet,1
China,Suzuki,Russia,2004,Yuan Renminbi,XG350,Goldenrod,1
China,Build Your Dream,Poland,1989,Yuan Renminbi,L300,Blue,1
China,General Motors,Bulgaria,1992,Yuan Renminbi,Loyale,Pink,1
China,General Motors,Japan,2002,Yuan Renminbi,Continental,Pink,1
China,Suzuki,Tunisia,1994,Yuan Renminbi,LeSabre,Yellow,1
China,Build Your Dream,Poland,2012,Yuan Renminbi,EX,Maroon,1
China,Kia,Brazil,2000,Yuan Renminbi,Cougar,Violet,1
China,Build Your Dream,Turkey,2010,Yuan Renminbi,Sequoia,Goldenrod,1
United States,Nissan,Philippines,2012,Dollar,Lancer,Aquamarine,1
China,Suzuki,Cameroon,2008,Yuan Renminbi,SC,Goldenrod,1
China,Suzuki,Lithuania,2001,Yuan Renminbi,Montero,Teal,1
China,Saic Motor,China,2001,Yuan Renminbi,Avalon,Teal,1
China,Saic Motor,Poland,1992,Yuan Renminbi,G-Series G20,Maroon,1
China,Suzuki,China,1993,Yuan Renminbi,B-Series,Khaki,1
China,Suzuki,Portugal,1992,Yuan Renminbi,Custom Cruiser,Puce,1
China,General Motors,Syria,2013,Yuan Renminbi,X6 M,Mauv,1
China,Otros,Poland,2010,Yuan Renminbi,CL-Class,Khaki,1
China,Suzuki,Venezuela,1998,Yuan Renminbi,Tacoma Xtra,Crimson,1
China,Suzuki,Russia,2013,Yuan Renminbi,Equus,Aquamarine,1
China,Kia,France,1989,Yuan Renminbi,Type 2,Mauv,1
China,Chirey,Syria,2004,Yuan Renminbi,Xterra,Red,1
China,General Motors,Burundi,2008,Yuan Renminbi,TundraMax,Orange,1
China,Otros,Brazil,1994,Yuan Renminbi,929,Crimson,1
United States,General Motors,Sweden,1992,Dollar,LeSabre,Blue,1
China,Build Your Dream,Colombia,2001,Yuan Renminbi,Pathfinder,Indigo,1
China,Suzuki,Uruguay,1991,Yuan Renminbi,430,Maroon,1
China,General Motors,France,1996,Yuan Renminbi,Riviera,Turquoise,1
China,Build Your Dream,China,2010,Yuan Renminbi,C30,Green,1
China,Nissan,Cuba,1972,Yuan Renminbi,GTO,Orange,1
China,General Motors,Russia,2004,Yuan Renminbi,Yukon,Yellow,1
Germany,Chirey,Indonesia,1992,Euro,3500,Aquamarine,1
China,Chirey,Philippines,1999,Yuan Renminbi,Catera,Fuscia,1
China,General Motors,Belarus,1985,Yuan Renminbi,Firefly,Turquoise,1
China,Otros,United States,2004,Yuan Renminbi,Spyder,Aquamarine,1
China,Nissan,Sweden,1996,Yuan Renminbi,Chariot,Khaki,1
China,General Motors,Morocco,2006,Yuan Renminbi,SC,Fuscia,1
China,Otros,Dominican Republic,2000,Yuan Renminbi,F350,Puce,1
China,Chirey,Uzbekistan,2001,Yuan Renminbi,XG300,Maroon,1
China,General Motors,China,1998,Yuan Renminbi,Camaro,Maroon,1
China,Build Your Dream,Thailand,1990,Yuan Renminbi,Elan,Goldenrod,1
China,General Motors,China,1990,Yuan Renminbi,Precis,Blue,1
United States,Build Your Dream,Mozambique,1970,Dollar,Cougar,Aquamarine,1
China,Build Your Dream,Spain,1957,Yuan Renminbi,Corvette,Violet,1
China,Tesla,Russia,1993,Yuan Renminbi,Jetta III,Pink,1
China,Chirey,Indonesia,2004,Yuan Renminbi,Savana 2500,Puce,1
United States,Saic Motor,Indonesia,2003,Dollar,E150,Aquamarine,1
China,General Motors,China,2002,Yuan Renminbi,Regal,Purple,1
China,Nissan,Nigeria,1991,Yuan Renminbi,928,Orange,1
China,Saic Motor,China,2000,Yuan Renminbi,Odyssey,Yellow,1
China,General Motors,Netherlands,1992,Yuan Renminbi,Previa,Violet,1
China,Saic Motor,China,2004,Yuan Renminbi,Envoy,Yellow,1
China,Kia,Poland,2012,Yuan Renminbi,Galant,Maroon,1
China,Saic Motor,Serbia,2012,Yuan Renminbi,Equator,Mauv,1
China,Kia,China,1998,Yuan Renminbi,I,Red,1
China,General Motors,Dominican Republic,1979,Yuan Renminbi,LUV,Khaki,1
China,Otros,Argentina,2005,Yuan Renminbi,A4,Fuscia,1
China,Tesla,Yemen,1989,Yuan Renminbi,Sidekick,Crimson,1
China,Saic Motor,China,2009,Yuan Renminbi,Sprinter,Aquamarine,1
China,General Motors,United States,1997,Yuan Renminbi,H1,Pink,1
China,Chirey,Poland,2005,Yuan Renminbi,SSR,Maroon,1
Germany,Kia,China,2009,Euro,XL7,Violet,1
China,General Motors,Saint Kitts and Nevis,2002,Yuan Renminbi,M-Class,Goldenrod,1
China,Suzuki,China,1996,Yuan Renminbi,SL-Class,Khaki,1
China,Tesla,Malawi,2000,Yuan Renminbi,Ram Van 2500,Green,1
United States,Tesla,Indonesia,2012,Dollar,Veloster,Yellow,1
China,General Motors,China,1990,Yuan Renminbi,Electra,Goldenrod,1
United States,General Motors,South Africa,2002,Dollar,Jetta,Green,1
United States,Otros,Ethiopia,1995,Dollar,Century,Crimson,1
China,Build Your Dream,Japan,2000,Yuan Renminbi,Vitara,Aquamarine,1
China,Chirey,Russia,2004,Yuan Renminbi,New Beetle,Goldenrod,1
China,Kia,Sierra Leone,2001,Yuan Renminbi,Escort,Red,1
China,Kia,Argentina,2010,Yuan Renminbi,Equator,Fuscia,1
China,Kia,China,2001,Yuan Renminbi,LeSabre,Maroon,1
China,General Motors,South Africa,1995,Yuan Renminbi,3500 Club Coupe,Fuscia,1
China,Otros,Bosnia and Herzegovina,2012,Yuan Renminbi,Sierra,Yellow,1
China,Tesla,Turkmenistan,2005,Yuan Renminbi,Mazda3,Puce,1
China,Tesla,China,1986,Yuan Renminbi,Chariot,Puce,1
China,Kia,Sweden,1992,Yuan Renminbi,Continental,Violet,1
China,Tesla,Norway,2002,Yuan Renminbi,Grand Am,Maroon,1
China,Kia,Indonesia,2001,Yuan Renminbi,Astro,Orange,1
China,General Motors,China,1961,Yuan Renminbi,Tempest,Turquoise,1
China,Saic Motor,Vietnam,2009,Yuan Renminbi,Express,Orange,1
China,Nissan,Croatia,1992,Yuan Renminbi,Vandura 2500,Aquamarine,1
China,Suzuki,Belarus,2004,Yuan Renminbi,LX,Puce,1
China,Suzuki,United States,2004,Yuan Renminbi,Mazda3,Blue,1
United States,Saic Motor,Poland,2010,Dollar,Canyon,Violet,1
China,General Motors,Chile,1993,Yuan Renminbi,Cougar,Green,1
China,Suzuki,Nicaragua,1994,Yuan Renminbi,Caravan,Aquamarine,1
China,Kia,Brazil,2012,Yuan Renminbi,IS-F,Khaki,1
China,Tesla,Albania,2001,Yuan Renminbi,Pathfinder,Khaki,1
United States,General Motors,France,2008,Dollar,Escape,Teal,1
South Korea,Chirey,Philippines,1993,Won,Skylark,Mauv,1
China,Build Your Dream,Sweden,1994,Yuan Renminbi,968,Green,1
China,Otros,Czech Republic,2001,Yuan Renminbi,Firebird,Blue,1
China,Saic Motor,Iran,2011,Yuan Renminbi,Tiguan,Indigo,1
China,Otros,Cambodia,1997,Yuan Renminbi,E-Class,Turquoise,1
China,Kia,China,2003,Yuan Renminbi,RS6,Teal,1
China,General Motors,Tunisia,2006,Yuan Renminbi,LX,Fuscia,1
China,General Motors,Philippines,1984,Yuan Renminbi,Bronco II,Mauv,1
China,Chirey,China,1998,Yuan Renminbi,Land Cruiser,Yellow,1
South Korea,General Motors,China,1990,Won,90,Purple,1
China,Otros,Brazil,1985,Yuan Renminbi,Grand Marquis,Fuscia,1
China,Otros,Philippines,2005,Yuan Renminbi,Range Rover,Red,1
South Korea,Otros,Portugal,2002,Won,Ranger,Crimson,1
China,Suzuki,Albania,2001,Yuan Renminbi,Boxster,Red,1
China,Nissan,Panama,2005,Yuan Renminbi,Reno,Purple,1
China,Build Your Dream,Ukraine,1999,Yuan Renminbi,Boxster,Green,1
China,Saic Motor,Indonesia,2001,Yuan Renminbi,Millenia,Yellow,1
China,Saic Motor,Sri Lanka,2004,Yuan Renminbi,Escalade EXT,Puce,1
China,Kia,Cyprus,2002,Yuan Renminbi,Sonata,Goldenrod,1
China,Build Your Dream,Indonesia,2006,Yuan Renminbi,GX,Goldenrod,1
China,Nissan,Ukraine,1992,Yuan Renminbi,E-Class,Orange,1
China,Tesla,Kazakhstan,2004,Yuan Renminbi,XLR,Pink,1
China,Tesla,Sweden,2006,Yuan Renminbi,Mustang,Yellow,1
China,Suzuki,Indonesia,2005,Yuan Renminbi,Montana SV6,Orange,1
United States,Build Your Dream,Czech Republic,2006,Dollar,tC,Violet,1
China,Otros,China,2012,Yuan Renminbi,XJ,Indigo,1
China,Otros,France,2008,Yuan Renminbi,Azera,Fuscia,1
China,General Motors,United States,2010,Yuan Renminbi,CX-7,Aquamarine,1
China,General Motors,Portugal,2011,Yuan Renminbi,GL-Class,Blue,1
China,Otros,Iran,2003,Yuan Renminbi,XC70,Maroon,1
China,General Motors,Tanzania,2011,Yuan Renminbi,M-Class,Maroon,1
United States,Chirey,Indonesia,1998,Dollar,Bravada,Mauv,1
China,Otros,Brazil,1998,Yuan Renminbi,F150,Indigo,1
United States,Kia,Philippines,1995,Dollar,911,Mauv,1
South Korea,Nissan,Philippines,1989,Won,Continental,Puce,1
China,Suzuki,Sweden,1996,Yuan Renminbi,Crown Victoria,Pink,1
China,Chirey,Portugal,2006,Yuan Renminbi,TT,Orange,1
China,Saic Motor,Brazil,2010,Yuan Renminbi,Routan,Teal,1
China,Build Your Dream,Yemen,2009,Yuan Renminbi,Yukon XL 2500,Puce,1
China,General Motors,Curacao,2011,Yuan Renminbi,S40,Pink,1
China,Nissan,Indonesia,2008,Yuan Renminbi,GS,Purple,1
China,Otros,Slovenia,2009,Yuan Renminbi,Sonata,Crimson,1
China,Tesla,Serbia,2004,Yuan Renminbi,TSX,Maroon,1
United States,General Motors,Bolivia,1989,Dollar,Grand Am,Green,1
China,Saic Motor,Greece,2001,Yuan Renminbi,Neon,Khaki,1
China,Build Your Dream,China,2001,Yuan Renminbi,Prizm,Crimson,1
China,Nissan,China,1987,Yuan Renminbi,E-Series,Aquamarine,1
China,Tesla,China,1990,Yuan Renminbi,Golf,Green,1
United States,Kia,Sierra Leone,1988,Dollar,Mirage,Crimson,1
China,Suzuki,Sweden,1996,Yuan Renminbi,Esteem,Aquamarine,1
China,Tesla,Guatemala,1986,Yuan Renminbi,Century,Teal,1
United States,Kia,Philippines,1992,Dollar,Corrado,Green,1
China,Saic Motor,Indonesia,2011,Yuan Renminbi,Nitro,Green,1
China,Tesla,China,1997,Yuan Renminbi,Park Avenue,Green,1
China,Saic Motor,China,2001,Yuan Renminbi,RAV4,Goldenrod,1
China,Otros,Mexico,2007,Yuan Renminbi,Grand Caravan,Teal,1
China,Otros,Tunisia,1997,Yuan Renminbi,MPV,Fuscia,1
China,Suzuki,China,2010,Yuan Renminbi,Cayenne,Indigo,1
China,Chirey,Iran,1967,Yuan Renminbi,Cougar,Puce,1
China,Tesla,Philippines,1993,Yuan Renminbi,Rodeo,Goldenrod,1
China,Kia,South Korea,1995,Yuan Renminbi,ES,Turquoise,1
China,Build Your Dream,China,1997,Yuan Renminbi,LS,Green,1
China,Nissan,Indonesia,1988,Yuan Renminbi,Skylark,Puce,1
United States,General Motors,Portugal,2007,Dollar,Sierra 1500,Pink,1
United States,General Motors,China,1989,Dollar,Civic,Indigo,1
China,Build Your Dream,China,1999,Yuan Renminbi,LeSabre,Khaki,1
China,Saic Motor,Slovakia,1973,Yuan Renminbi,GTO,Crimson,1
China,General Motors,Cuba,2005,Yuan Renminbi,Vanquish S,Violet,1
China,Build Your Dream,Pakistan,2000,Yuan Renminbi,Explorer Sport Trac,Indigo,1
China,Nissan,China,2011,Yuan Renminbi,Escalade ESV,Puce,1
United States,Nissan,Bulgaria,2010,Dollar,GTI,Purple,1
China,Build Your Dream,China,1990,Yuan Renminbi,Laser,Fuscia,1
China,Suzuki,China,1997,Yuan Renminbi,Express 1500,Turquoise,1
China,Build Your Dream,China,2006,Yuan Renminbi,E150,Red,1
China,Saic Motor,China,2006,Yuan Renminbi,Avalon,Pink,1
China,Kia,Indonesia,2006,Yuan Renminbi,Mazda6 Sport,Crimson,1
China,General Motors,Philippines,2006,Yuan Renminbi,TrailBlazer,Aquamarine,1
China,General Motors,China,2001,Yuan Renminbi,Impala,Fuscia,1
China,Nissan,Monaco,2012,Yuan Renminbi,Golf,Green,1
China,Suzuki,Thailand,2011,Yuan Renminbi,Transit Connect,Purple,1
China,Nissan,Indonesia,2004,Yuan Renminbi,Sequoia,Crimson,1
China,Build Your Dream,Tajikistan,2005,Yuan Renminbi,Yukon XL 2500,Aquamarine,1
China,Kia,Russia,1999,Yuan Renminbi,Continental,Purple,1
China,General Motors,Brazil,1994,Yuan Renminbi,Xtra,Orange,1
China,Otros,China,1998,Yuan Renminbi,Millenia,Teal,1
China,General Motors,Tanzania,2011,Yuan Renminbi,Sierra 1500,Indigo,1
China,Build Your Dream,Afghanistan,1993,Yuan Renminbi,Grand Marquis,Orange,1
China,Nissan,United States,2006,Yuan Renminbi,SL-Class,Turquoise,1
China,Nissan,China,1963,Yuan Renminbi,Corvair 500,Purple,1
China,Saic Motor,Vietnam,2007,Yuan Renminbi,Forester,Fuscia,1
China,Nissan,Japan,1989,Yuan Renminbi,Legacy,Goldenrod,1
China,Kia,Poland,2000,Yuan Renminbi,Explorer,Maroon,1
China,General Motors,Thailand,2005,Yuan Renminbi,GranSport,Green,1
China,Saic Motor,Portugal,2009,Yuan Renminbi,California,Purple,1
China,Suzuki,Costa Rica,1994,Yuan Renminbi,Park Avenue,Yellow,1
China,Nissan,Australia,2012,Yuan Renminbi,Cayenne,Orange,1
China,Suzuki,Greece,2006,Yuan Renminbi,Explorer Sport Trac,Pink,1
China,Saic Motor,Bolivia,2002,Yuan Renminbi,CLK-Class,Red,1
China,Chirey,Ukraine,2007,Yuan Renminbi,Savana 1500,Green,1
United States,Chirey,Indonesia,2003,Dollar,Range Rover,Indigo,1
China,Nissan,China,1999,Yuan Renminbi,Z3,Mauv,1
China,Otros,Argentina,1997,Yuan Renminbi,NSX,Yellow,1
China,Otros,Portugal,2000,Yuan Renminbi,SC,Indigo,1
China,Chirey,China,1994,Yuan Renminbi,Villager,Aquamarine,1
China,Kia,Poland,2004,Yuan Renminbi,Boxster,Crimson,1
China,Suzuki,Serbia,2013,Yuan Renminbi,Yukon XL 1500,Pink,1
China,Suzuki,China,2004,Yuan Renminbi,Sedona,Blue,1
China,Suzuki,China,1989,Yuan Renminbi,Spyder,Turquoise,1
China,Nissan,Colombia,1999,Yuan Renminbi,Esprit,Green,1
China,Suzuki,Russia,1987,Yuan Renminbi,Chariot,Goldenrod,1
China,Tesla,China,2005,Yuan Renminbi,Sonata,Teal,1
China,Nissan,Indonesia,2007,Yuan Renminbi,Mazdaspeed6,Orange,1
China,Kia,Sweden,1985,Yuan Renminbi,Continental Mark VII,Khaki,1
China,Suzuki,China,2010,Yuan Renminbi,Canyon,Violet,1
China,Chirey,Argentina,2005,Yuan Renminbi,Murano,Fuscia,1
China,Saic Motor,Sweden,1996,Yuan Renminbi,Cabriolet,Goldenrod,1
China,Suzuki,Brazil,2013,Yuan Renminbi,Escape,Goldenrod,1
China,Build Your Dream,Portugal,1998,Yuan Renminbi,Express 1500,Yellow,1
China,General Motors,Senegal,1995,Yuan Renminbi,MPV,Red,1
Italy,Tesla,Colombia,2002,Euro,Sunfire,Blue,1
China,Nissan,Russia,2008,Yuan Renminbi,LS,Goldenrod,1
United States,Chirey,Albania,2011,Dollar,Tiguan,Puce,1
China,Saic Motor,Russia,1999,Yuan Renminbi,626,Khaki,1
China,Build Your Dream,Indonesia,2011,Yuan Renminbi,Tribeca,Khaki,1
China,Kia,Cameroon,1994,Yuan Renminbi,Impala,Red,1
China,Nissan,Netherlands,2004,Yuan Renminbi,S60,Violet,1
China,Build Your Dream,Serbia,1995,Yuan Renminbi,XJ Series,Violet,1
China,Tesla,France,2001,Yuan Renminbi,Civic,Mauv,1
China,Build Your Dream,Philippines,2001,Yuan Renminbi,Ram Van 3500,Yellow,1
China,Chirey,Albania,1984,Yuan Renminbi,Firebird,Pink,1
China,Nissan,Canada,1999,Yuan Renminbi,Safari,Pink,1
China,Otros,Indonesia,1999,Yuan Renminbi,Escalade,Mauv,1
China,General Motors,China,2013,Yuan Renminbi,CX-5,Violet,1
China,Nissan,China,2004,Yuan Renminbi,Ranger,Crimson,1
China,Tesla,Kenya,2000,Yuan Renminbi,Jimmy,Purple,1
China,Build Your Dream,Guatemala,1994,Yuan Renminbi,Escort,Violet,1
China,Otros,Brazil,2008,Yuan Renminbi,CLS-Class,Turquoise,1
China,Nissan,Brazil,1993,Yuan Renminbi,G-Series G10,Yellow,1
China,Otros,Ukraine,2011,Yuan Renminbi,Avalon,Mauv,1
China,Tesla,Iran,1968,Yuan Renminbi,Charger,Red,1
China,Nissan,Finland,2008,Yuan Renminbi,Sonata,Fuscia,1
China,Suzuki,Poland,2012,Yuan Renminbi,Panamera,Puce,1
China,General Motors,Portugal,2007,Yuan Renminbi,Carens,Puce,1
Germany,Nissan,Sri Lanka,1994,Euro,MX-5,Fuscia,1
China,Otros,Russia,1993,Yuan Renminbi,Fleetwood,Puce,1
China,Tesla,France,1996,Yuan Renminbi,Sunfire,Puce,1
China,Nissan,Indonesia,2002,Yuan Renminbi,MX-5,Orange,1
China,Kia,China,2009,Yuan Renminbi,CX-9,Crimson,1
China,Build Your Dream,China,2009,Yuan Renminbi,3 Series,Maroon,1
China,Tesla,Lesotho,2007,Yuan Renminbi,62,Purple,1
China,Otros,Honduras,2006,Yuan Renminbi,Expedition,Indigo,1
China,Suzuki,Latvia,1987,Yuan Renminbi,Type 2,Crimson,1
China,Otros,Philippines,2005,Yuan Renminbi,Avalanche 1500,Pink,1
China,Nissan,Poland,1998,Yuan Renminbi,Dakota,Goldenrod,1
China,Suzuki,Ukraine,2011,Yuan Renminbi,Malibu,Violet,1
China,Saic Motor,Georgia,2003,Yuan Renminbi,Spyder,Green,1
China,Saic Motor,Indonesia,2011,Yuan Renminbi,Navigator L,Pink,1
China,Tesla,Japan,1985,Yuan Renminbi,Tempo,Khaki,1
China,Otros,Philippines,2000,Yuan Renminbi,CR-V,Orange,1
China,Otros,Indonesia,2007,Yuan Renminbi,Rio,Purple,1
United States,Kia,Vietnam,1990,Dollar,XT,Pink,1
China,Kia,Indonesia,1998,Yuan Renminbi,riolet,Fuscia,1
China,Kia,Botswana,1996,Yuan Renminbi,Century,Yellow,1
China,Chirey,Portugal,1989,Yuan Renminbi,Colt,Fuscia,1
China,General Motors,Malta,1998,Yuan Renminbi,Catera,Blue,1
United States,Otros,Cyprus,2011,Dollar,Santa Fe,Pink,1
China,Suzuki,Philippines,1992,Yuan Renminbi,929,Red,1
China,Suzuki,Russia,2011,Yuan Renminbi,LR2,Purple,1
China,Chirey,Indonesia,2009,Yuan Renminbi,Cobalt SS,Purple,1
China,Tesla,New Zealand,2004,Yuan Renminbi,Yukon XL 2500,Mauv,1
China,Suzuki,Colombia,2009,Yuan Renminbi,Continental GT,Green,1
China,Otros,Guatemala,1991,Yuan Renminbi,Type 2,Mauv,1
China,Build Your Dream,Brazil,1995,Yuan Renminbi,323,Green,1
United States,Nissan,Cuba,2010,Dollar,SRX,Crimson,1
China,Suzuki,Russia,2001,Yuan Renminbi,Firebird,Aquamarine,1
China,Chirey,Portugal,2005,Yuan Renminbi,GTI,Purple,1
China,Build Your Dream,Philippines,2006,Yuan Renminbi,Civic,Aquamarine,1
